# t_unix,market,bid,bid_size,ask,ask_size
1786861161.258,sol-updown-4h-1786852800-no,0.9,6,0.91,50
1786861161.756,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861161.919,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861162.080,bitcoin-up-or-down-august-16-2026-2am-et,0.38,121,0.39,460
1786861162.239,bitcoin-up-or-down-august-16-2026-2am-et-no,0.61,460,0.62,121
1786861163.032,btc-updown-4h-1786852800,0.17,426,0.18,26
1786861163.193,btc-updown-4h-1786852800-no,0.82,26,0.83,426
1786861163.348,eth-updown-4h-1786852800,0.07,160,0.1,6
1786861163.508,eth-updown-4h-1786852800-no,0.9,6,0.93,160
1786861163.695,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861163.889,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861164.047,sol-updown-4h-1786852800,0.09,50,0.1,16.1
1786861164.204,sol-updown-4h-1786852800-no,0.9,16.1,0.91,50
1786861164.690,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861164.843,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861165.008,bitcoin-up-or-down-august-16-2026-2am-et,0.4,290.01,0.41,45
1786861165.166,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,45,0.6,290.01
1786861166.043,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861166.205,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861166.360,eth-updown-4h-1786852800,0.07,160,0.1,258
1786861166.536,eth-updown-4h-1786852800-no,0.9,258,0.93,160
1786861166.701,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861166.871,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861167.054,sol-updown-4h-1786852800,0.09,50,0.1,16.1
1786861167.212,sol-updown-4h-1786852800-no,0.9,16.1,0.91,50
1786861167.703,xrp-updown-4h-1786852800,0.13,234,0.14,6
1786861167.905,xrp-updown-4h-1786852800-no,0.86,6,0.87,234
1786861168.083,bitcoin-up-or-down-august-16-2026-2am-et,0.4,170.01,0.41,43
1786861168.245,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,358,0.6,170.01
1786861169.053,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861169.214,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861169.380,eth-updown-4h-1786852800,0.09,150,0.1,258
1786861169.545,eth-updown-4h-1786852800-no,0.9,258,0.91,150
1786861169.702,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861169.859,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861170.030,sol-updown-4h-1786852800,0.09,50,0.1,6
1786861170.196,sol-updown-4h-1786852800-no,0.9,16.1,0.91,50
1786861170.721,xrp-updown-4h-1786852800,0.13,234,0.14,6
1786861170.896,xrp-updown-4h-1786852800-no,0.86,6,0.87,234
1786861171.054,bitcoin-up-or-down-august-16-2026-2am-et,0.4,81,0.41,366
1786861171.210,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,366,0.6,81
1786861172.042,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861172.214,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861172.401,eth-updown-4h-1786852800,0.09,150,0.1,258
1786861172.562,eth-updown-4h-1786852800-no,0.9,258,0.91,150
1786861172.728,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861172.891,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861173.057,sol-updown-4h-1786852800,0.09,50,0.1,16.1
1786861173.217,sol-updown-4h-1786852800-no,0.9,16.1,0.91,50
1786861173.742,xrp-updown-4h-1786852800,0.13,234,0.14,6
1786861173.899,xrp-updown-4h-1786852800-no,0.86,6,0.87,234
1786861174.057,bitcoin-up-or-down-august-16-2026-2am-et,0.4,73,0.41,366
1786861174.227,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,366,0.6,73
1786861175.054,btc-updown-4h-1786852800,0.17,426,0.18,6
1786861175.216,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861175.382,eth-updown-4h-1786852800,0.07,150,0.09,258
1786861175.545,eth-updown-4h-1786852800-no,0.91,258,0.93,150
1786861175.708,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861175.879,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861176.048,sol-updown-4h-1786852800,0.09,50,0.1,6
1786861176.212,sol-updown-4h-1786852800-no,0.9,6,0.91,50
1786861176.693,xrp-updown-4h-1786852800,0.13,234,0.14,6
1786861176.883,xrp-updown-4h-1786852800-no,0.86,6,0.87,234
1786861177.069,bitcoin-up-or-down-august-16-2026-2am-et,0.4,113,0.41,366
1786861177.239,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,366,0.6,113
1786861178.039,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861178.266,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861178.429,eth-updown-4h-1786852800,0.07,150,0.09,252
1786861178.600,eth-updown-4h-1786852800-no,0.91,252,0.93,150
1786861178.765,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861178.939,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861179.123,sol-updown-4h-1786852800,0.09,50,0.1,16.1
1786861179.281,sol-updown-4h-1786852800-no,0.9,16.1,0.91,50
1786861179.761,xrp-updown-4h-1786852800,0.13,234,0.14,6
1786861179.933,xrp-updown-4h-1786852800-no,0.86,6,0.87,234
1786861180.096,bitcoin-up-or-down-august-16-2026-2am-et,0.4,113,0.41,386
1786861180.285,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,386,0.6,113
1786861181.051,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861181.213,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861181.385,eth-updown-4h-1786852800,0.07,150,0.09,258
1786861181.548,eth-updown-4h-1786852800-no,0.91,258,0.93,150
1786861181.710,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861181.872,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861182.031,sol-updown-4h-1786852800,0.08,50,0.09,16.1
1786861182.197,sol-updown-4h-1786852800-no,0.91,16.1,0.92,50
1786861182.710,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861182.870,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861183.022,bitcoin-up-or-down-august-16-2026-2am-et,0.4,105,0.41,511
1786861183.186,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,511,0.6,105
1786861184.049,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861184.232,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861184.415,eth-updown-4h-1786852800,0.07,150,0.09,258
1786861184.579,eth-updown-4h-1786852800-no,0.91,258,0.93,150
1786861184.743,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861184.905,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861185.062,sol-updown-4h-1786852800,0.08,50,0.09,16.1
1786861185.218,sol-updown-4h-1786852800-no,0.91,16.1,0.92,50
1786861185.708,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861185.908,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861186.231,bitcoin-up-or-down-august-16-2026-2am-et,0.4,105,0.41,386
1786861186.396,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,386,0.6,105
1786861187.343,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861187.533,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861187.699,eth-updown-4h-1786852800,0.07,150,0.09,258
1786861187.866,eth-updown-4h-1786852800-no,0.91,258,0.93,150
1786861188.038,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861188.200,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861188.361,sol-updown-4h-1786852800,0.08,50,0.09,16.1
1786861188.529,sol-updown-4h-1786852800-no,0.91,16.1,0.92,50
1786861189.015,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861189.186,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861189.376,bitcoin-up-or-down-august-16-2026-2am-et,0.4,105,0.41,388.56
1786861189.538,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,388.56,0.6,105
1786861190.189,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861190.372,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861190.545,eth-updown-4h-1786852800,0.07,150,0.09,258
1786861190.713,eth-updown-4h-1786852800-no,0.91,258,0.93,150
1786861190.872,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861191.032,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861191.195,sol-updown-4h-1786852800,0.08,50,0.09,6
1786861191.364,sol-updown-4h-1786852800-no,0.91,6,0.92,50
1786861191.851,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861192.012,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861192.178,bitcoin-up-or-down-august-16-2026-2am-et,0.4,105,0.41,388.56
1786861192.365,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,388.56,0.6,105
1786861193.194,btc-updown-4h-1786852800,0.17,426,0.19,11
1786861193.716,btc-updown-4h-1786852800-no,0.81,11,0.83,426
1786861193.877,eth-updown-4h-1786852800,0.06,150,0.09,258
1786861194.050,eth-updown-4h-1786852800-no,0.91,258,0.94,150
1786861194.222,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861194.383,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861194.549,sol-updown-4h-1786852800,0.08,50,0.09,6
1786861194.716,sol-updown-4h-1786852800-no,0.91,6,0.92,50
1786861195.230,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861195.395,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861195.603,bitcoin-up-or-down-august-16-2026-2am-et,0.4,105,0.41,71.12
1786861195.787,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,105
1786861196.487,btc-updown-4h-1786852800,0.17,6,0.19,11
1786861196.654,btc-updown-4h-1786852800-no,0.81,11,0.83,6
1786861196.820,eth-updown-4h-1786852800,0.07,10,0.09,6
1786861196.998,eth-updown-4h-1786852800-no,0.91,6,0.93,10
1786861197.216,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861197.428,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861197.589,sol-updown-4h-1786852800,0.08,50,0.09,16.1
1786861197.753,sol-updown-4h-1786852800-no,0.91,16.1,0.92,50
1786861198.241,xrp-updown-4h-1786852800,0.11,150,0.12,6
1786861198.412,xrp-updown-4h-1786852800-no,0.88,6,0.89,150
1786861198.583,bitcoin-up-or-down-august-16-2026-2am-et,0.4,63,0.41,71.12
1786861198.747,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,63
1786861199.486,btc-updown-4h-1786852800,0.17,6,0.19,11
1786861199.652,btc-updown-4h-1786852800-no,0.81,11,0.83,6
1786861199.811,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861199.976,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861200.155,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861200.318,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861200.478,sol-updown-4h-1786852800,0.1,150,0.11,6
1786861200.649,sol-updown-4h-1786852800-no,0.89,6,0.9,150
1786861201.151,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861201.312,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861201.493,bitcoin-up-or-down-august-16-2026-2am-et,0.4,312,0.41,71.12
1786861201.649,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,213
1786861202.539,btc-updown-4h-1786852800,0.17,6,0.19,11
1786861202.707,btc-updown-4h-1786852800-no,0.81,11,0.83,6
1786861202.866,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861203.034,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861203.196,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861203.364,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861203.534,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861203.699,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861204.173,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861204.362,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861204.523,bitcoin-up-or-down-august-16-2026-2am-et,0.4,213,0.41,71.12
1786861204.688,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,213
1786861205.512,btc-updown-4h-1786852800,0.17,6,0.19,11
1786861205.714,btc-updown-4h-1786852800-no,0.81,11,0.83,6
1786861205.896,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861206.064,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861206.224,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861206.387,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861206.555,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861206.719,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861207.470,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861207.672,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861207.837,bitcoin-up-or-down-august-16-2026-2am-et,0.4,213,0.41,71.12
1786861207.997,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,213
1786861208.915,btc-updown-4h-1786852800,0.17,6,0.19,61
1786861209.085,btc-updown-4h-1786852800-no,0.81,61,0.83,6
1786861209.247,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861209.411,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861209.571,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861209.733,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861209.892,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861210.055,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861210.553,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861210.718,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861210.881,bitcoin-up-or-down-august-16-2026-2am-et,0.4,213,0.41,71.12
1786861211.048,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,213
1786861211.739,btc-updown-4h-1786852800,0.17,6,0.18,6
1786861211.905,btc-updown-4h-1786852800-no,0.82,6,0.83,6
1786861212.085,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861212.336,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861212.621,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861212.785,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861212.943,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861213.112,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861213.586,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861213.751,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861214.316,bitcoin-up-or-down-august-16-2026-2am-et,0.4,213,0.41,71.12
1786861214.510,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,213
1786861215.280,btc-updown-4h-1786852800,0.17,6,0.18,6
1786861215.473,btc-updown-4h-1786852800-no,0.82,6,0.83,6
1786861215.662,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861215.862,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861216.047,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861216.239,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861216.436,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861216.628,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861217.212,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861217.407,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861217.614,bitcoin-up-or-down-august-16-2026-2am-et,0.4,35,0.41,71.12
1786861217.813,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,35
1786861218.589,btc-updown-4h-1786852800,0.17,6,0.18,6
1786861218.786,btc-updown-4h-1786852800-no,0.82,6,0.83,6
1786861218.985,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861219.187,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861219.378,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861219.583,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861219.958,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861220.152,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861220.733,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861220.927,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861221.142,bitcoin-up-or-down-august-16-2026-2am-et,0.4,35,0.41,71.12
1786861221.432,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,35
1786861222.424,btc-updown-4h-1786852800,0.17,6,0.18,6
1786861222.607,btc-updown-4h-1786852800-no,0.82,6,0.83,6
1786861222.806,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861223.009,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861223.199,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861223.397,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861223.607,sol-updown-4h-1786852800,0.1,150,0.11,56
1786861223.797,sol-updown-4h-1786852800-no,0.89,56,0.9,150
1786861224.389,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861224.583,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861224.779,bitcoin-up-or-down-august-16-2026-2am-et,0.4,213,0.41,71.12
1786861224.972,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,71.12,0.6,213
1786861225.844,btc-updown-4h-1786852800,0.17,6,0.18,6
1786861226.035,btc-updown-4h-1786852800-no,0.82,6,0.83,6
1786861226.237,eth-updown-4h-1786852800,0.07,30,0.1,6
1786861226.493,eth-updown-4h-1786852800-no,0.9,6,0.93,30
1786861226.685,sol-updown-15m-1786876200,0.5,1,0.51,85.53
